Hindi Sentence,English Sentence,Roman Hindi,Topic/Tense,Situation,Level,Accepted Answers,Explanation
वे अभी फोन करता/करती क्यों नहीं रहा/रही था?,Why were they not calling at that time?,ve abhi phone karta/karti kyon nahi रहा/रही था,Past Continuous,Double Interrogative,Beginner,,Practice Double Interrogative sentences for Past Continuous.
मेरा भाई अभी पढ़ता/पढ़ती क्यों नहीं रहा/रही था?,Why was My brother not reading at that time?,mera bhai abhi padhta/padhti kyon nahi रहा/रही था,Past Continuous,Double Interrogative,Beginner,,Practice Double Interrogative sentences for Past Continuous.
मेरी बहन अभी लिखता/लिखती क्यों नहीं रहा/रही था?,Why was My sister not writing at that time?,meri bahan abhi likhta/likhti kyon nahi रहा/रही था,Past Continuous,Double Interrogative,Beginner,,Practice Double Interrogative sentences for Past Continuous.
शिक्षक अभी पूछता/पूछती क्यों नहीं रहा/रही था?,Why was The teacher not asking at that time?,shikshak abhi poochhta/poochhti kyon nahi रहा/रही था,Past Continuous,Double Interrogative,Beginner,,Practice Double Interrogative sentences for Past Continuous.
छात्र अभी सुधारता/सुधारती क्यों नहीं रहा/रही था?,Why was The student not improving at that time?,chhatra abhi sudharta/sudharti kyon nahi रहा/रही था,Past Continuous,Double Interrogative,Beginner,,Practice Double Interrogative sentences for Past Continuous.
मैं अंग्रेजी बोलना सकता/सकती है।,I can speak English.,main angrezi bolna सकता/सकती है,Polite Requests,Simple,Beginner,,Practice Simple sentences for Polite Requests.
आप अंग्रेजी सीखना सकता/सकती है।,You can learn English.,aap angrezi seekhna सकता/सकती है,Polite Requests,Simple,Beginner,,Practice Simple sentences for Polite Requests.
वह रोज अभ्यास करना सकता/सकती है।,He can practice daily.,vah roz abhyas karna सकता/सकती है,Polite Requests,Simple,Beginner,,Practice Simple sentences for Polite Requests.
वह क्लास जाना सकता/सकती है।,She can go to class.,vah class jana सकता/सकती है,Polite Requests,Simple,Beginner,,Practice Simple sentences for Polite Requests.
हम होमवर्क पूरा करना सकता/सकती है।,We can finish homework.,hum homework poora karna सकता/सकती है,Polite Requests,Simple,Beginner,,Practice Simple sentences for Polite Requests.
वे शिक्षक को फोन करना सकता/सकती है।,They can call the teacher.,ve shikshak ko phone karna सकता/सकती है,Polite Requests,Simple,Beginner,,Practice Simple sentences for Polite Requests.
मेरा भाई लेसन पढ़ना सकता/सकती है।,My brother can read the lesson.,mera bhai lesson padhna सकता/सकती है,Polite Requests,Simple,Beginner,,Practice Simple sentences for Polite Requests.
मेरी बहन वाक्य लिखना सकता/सकती है।,My sister can write sentences.,meri bahan vakya likhna सकता/सकती है,Polite Requests,Simple,Beginner,,Practice Simple sentences for Polite Requests.
शिक्षक सवाल पूछना सकता/सकती है।,The teacher can ask questions.,shikshak sawal poochhna सकता/सकती है,Polite Requests,Simple,Beginner,,Practice Simple sentences for Polite Requests.
छात्र कम्युनिकेशन सुधारना सकता/सकती है।,The student can improve communication.,chhatra communication sudharna सकता/सकती है,Polite Requests,Simple,Beginner,,Practice Simple sentences for Polite Requests.
मैं अंग्रेजी बोलना नहीं सकता/सकती है।,I can not speak English.,main angrezi bolna nahi सकता/सकती है,Polite Requests,Negative,Beginner,,Practice Negative sentences for Polite Requests.
आप अंग्रेजी सीखना नहीं सकता/सकती है।,You can not learn English.,aap angrezi seekhna nahi सकता/सकती है,Polite Requests,Negative,Beginner,,Practice Negative sentences for Polite Requests.
वह रोज अभ्यास करना नहीं सकता/सकती है।,He can not practice daily.,vah roz abhyas karna nahi सकता/सकती है,Polite Requests,Negative,Beginner,,Practice Negative sentences for Polite Requests.
वह क्लास जाना नहीं सकता/सकती है।,She can not go to class.,vah class jana nahi सकता/सकती है,Polite Requests,Negative,Beginner,,Practice Negative sentences for Polite Requests.
हम होमवर्क पूरा करना नहीं सकता/सकती है।,We can not finish homework.,hum homework poora karna nahi सकता/सकती है,Polite Requests,Negative,Beginner,,Practice Negative sentences for Polite Requests.
वे शिक्षक को फोन करना नहीं सकता/सकती है।,They can not call the teacher.,ve shikshak ko phone karna nahi सकता/सकती है,Polite Requests,Negative,Beginner,,Practice Negative sentences for Polite Requests.
मेरा भाई लेसन पढ़ना नहीं सकता/सकती है।,My brother can not read the lesson.,mera bhai lesson padhna nahi सकता/सकती है,Polite Requests,Negative,Beginner,,Practice Negative sentences for Polite Requests.
मेरी बहन वाक्य लिखना नहीं सकता/सकती है।,My sister can not write sentences.,meri bahan vakya likhna nahi सकता/सकती है,Polite Requests,Negative,Beginner,,Practice Negative sentences for Polite Requests.
